TF	target	importance
CREB1	MAFG	1.6554620342366124
CTNNB1	PKN2-AS1	1.6541671610978654
TCF7L2	ATP1A1	1.6538087857847146
NFE2L2	DNM3	1.6469350033205505
RXRB	LINC02606	1.6452037755106925
SOX4	SLC22A15	1.6447021088127038
KLF6	TXNIP	1.6436014447755711
NFE2L2	NR1H4	1.640979942586043
FOXJ3	SLC16A1	1.6402883949562534
HNF1A	IL12RB2	1.6393506020827537
STAT3	DPYD-AS1	1.638933334474701
PPARG	CACHD1	1.6389321629935867
HNF1B	MAB21L3	1.6373817009554223
SMAD3	GADD45A	1.6372393594181633
TCF7L2	TEAD4	1.6369488421548348
MAFG	ST6GALNAC3	1.6369121190483846
GADD45A	LINC01708	1.6358874869326832
PBX1	FMO5	1.635073965962525
CTNNB1	ATF5	1.6348052448825665
ATF3	TTLL7	1.634610085787443
PPARG	SLC9C2	1.6330147789132623
MAFK	CACHD1	1.631255206945741
JUN	ROR1	1.631125783358071
SP3	PRDM16	1.6286303943439995
JUN	MYC	1.6266086224893455
TP53	AC119674.1	1.626369476418212
NR5A2	FOXA2	1.625480522823206
PPARG	CRP	1.6244251039275621
SMAD3	RIT1	1.6191356511023376
CTNNB1	AC103591.3	1.6189746292254399
CTNNB1	KCNAB2	1.6170152315331545
E2F3	IL12RB2	1.616849857769397
PBX1	HSD17B7	1.6149997009761101
STAT3	PLPP3	1.6149775515951876
HNF4A	MLXIPL	1.6146416856510042
HNF1B	AK5	1.6110502444834163
MLXIPL	AL034417.2	1.610347949567602
FOXA1	VTCN1	1.6087543512052347
SP3	ANGPTL3	1.606714650918166
NR1H4	MLXIPL	1.605890550097143
NFE2L2	CTNNB1	1.6053975996397933
HNF1A	TP53	1.6035202759086902
GATA6	LINC01708	1.6029788234952098
MLXIPL	TEAD1	1.6024497916524036
JUN	MFSD2A	1.6021569745510622
NFE2L2	DNAJC6	1.600407549746948
ATF3	FMO3	1.6003794627295693
TEAD1	PDE4B	1.6003521274991517
SP1	SPTA1	1.5955697803390505
CTNNB1	PRDM16	1.5940280635344135
TCF7L2	SPAG17	1.5894065576406833
HNF1B	FMO3	1.5887502634235668
MAFK	GBP1	1.588530946355932
SOX4	SLC44A3	1.5880980680708245
PRDM16	SP1	1.5851499897212025
NR5A2	CEBPA	1.5850395177269463
SMAD2	CEBPA	1.5838548333608968
MLXIPL	EFNA1	1.5835152828696821
HNF4A	LEPR	1.5823508698598405
NR5A2	KIAA0040	1.5806293644597744
CREB1	TEAD1	1.5802360672588154
FOXJ3	HNF1A	1.5789130983493087
FOXJ3	TCF7L2	1.5773881519474462
KLF6	SUCO	1.5761084040319253
MLXIPL	HMGCS2	1.5758516566239746
STAT3	FOXA1	1.5752510698893638
NR5A2	CLIC4	1.5741447563518602
PPARG	HSD17B7	1.572933443642981
GATA4	LINC01226	1.5718930548988614
MLXIPL	DNAJB4	1.5710056202842089
GATA4	MYC	1.567105615063934
PBX1	MYOCOS	1.566528568274653
JUN	AL078459.1	1.5631922717274118
PPARA	RXRB	1.5629617372615474
KLF6	AC096536.3	1.562438823487055
TBX15	LINC02798	1.5620200897701495
KLF6	MFSD2A	1.5616578844304714
NR1H4	HNF4A	1.5615948609454953
PPARG	KANK4	1.560792305079396
RXRA	FOXJ3	1.558689729174661
TCF7L2	SLC25A33	1.558207777169867
TCF7L2	LINC02606	1.556010595227759
JUN	TEAD1	1.553406435210544
PRKAA2	LINC01781	1.5503489603559948
TEAD1	FAM102B	1.545500665930537
TBX15	AC119674.1	1.544937751312118
KLF6	SLC25A33	1.5440146060716355
SP3	TEAD4	1.54376883720967
MAFG	PRKAA2	1.5437579655367988
NFE2L2	YAP1	1.543630647080553
KLF6	KIRREL1	1.5429671704346004
TEAD4	CREB1	1.5428161617821734
TEAD4	MAFK	1.5417869906751502
MYC	CEBPB	1.5415337090123222
NFE2L2	FOXA1	1.5412348740552047
PBX1	LEPR	1.5390675560313998
HNF1A	AC099788.1	1.5379139210112727
PBX1	MAB21L3	1.5367950545152893
PPARA	RUNX3	1.5343722576557512
SP1	SOX9	1.5340904456743882
NFE2L2	ATF2	1.5324624312205646
GATA6	CACHD1	1.53186759636724
HNF4A	CREB1	1.5295822688972605
TEAD1	RXRA	1.5288139128528258
CEBPB	PRAMEF33	1.5281354533266476
STAT3	NR1H4	1.5277611579869699
PRKAA2	RUNX3	1.526478898096535
FOXJ3	APOA2	1.5259267764565665
MAFK	AL591043.2	1.525898969816776
NR5A2	SORT1	1.5255466462788476
JUN	AL513323.1	1.5229830250151493
STAT3	APCS	1.5225635218133542
GADD45A	PPARG	1.522166254007681
GATA4	KAZN	1.5201900796094798
TCF7L2	HSPA6	1.51923891994129
MLXIPL	MCL1	1.5177624027513448
PBX1	RASAL2	1.5116488844253853
RUNX3	SUCO	1.5088406697109815
PPARG	SORT1	1.5081067677167315
CTNNB1	CCDC30	1.5068671179122273
ATF2	TCF7L2	1.5050835700384988
FOXJ3	STAT3	1.5049777722111428
NFE2L2	HNF1A	1.501845102231604
TEAD1	SLC25A33	1.4998269045218344
TEAD1	TP53	1.4976465660126157
GATA4	AL033530.1	1.4953142818374092
SP3	APCS	1.4945015480228663
NR1H4	DPYD-AS1	1.4942357448304266
RXRA	STAT3	1.4915226306996698
RXRB	SLC16A1	1.4878248178289843
MLXIPL	SLC22A15	1.4871400611660854
PBX1	LINC01344	1.4864118475013337
TP53	ZSWIM5	1.485384862814401
TCF7L2	MUC1	1.485290645391616
ATF5	PYHIN1	1.4848211199222943
GATA6	E2F3	1.48299136471218
SMAD2	SPTA1	1.4825323792708285
ATF3	IL12RB2	1.482468549833133
TEAD1	HNF4A	1.4812207923156824
SMAD2	PAPPA2	1.4804069846018717
SP3	SLC16A1	1.4796062167897335
MLXIPL	AL136234.1	1.4793280533201612
SMAD2	RASAL2	1.477588381425683
JUN	AC104170.1	1.4768362755240751
RXRB	AC099788.1	1.4765549791366264
NR1H4	KCNAB2	1.4752561494181538
RXRB	SOX4	1.4745031858799618
TCF7L2	LRRIQ3	1.4724158936503304
MLXIPL	FDPS	1.4713767407185776
CREB1	AJAP1	1.4713141762536297
FOXJ3	TEAD4	1.469924447892518
PPARG	AL139294.1	1.4693455954621244
PPARA	FOXA3	1.467723807985553
STAT3	MAFK	1.4668778194158947
E2F3	RAB3B	1.4661906937266014
KLF6	TTLL7	1.4648816015821697
GATA6	GNG12-AS1	1.4647651298587498
MAFK	NR5A2	1.4639868434988768
PPARA	TBX15	1.4631335898903497
TEAD1	CEBPA	1.4601196500581717
NFE2L2	NFIA-AS2	1.4599821312882193
HNF4A	PPARG	1.4595119263283747
KLF6	RIT1	1.4584102820987714
CEBPB	MAN1C1	1.4583763295050818
CEBPB	KAZN	1.458276914971305
HNF4A	ATF2	1.4576284321259194
GADD45A	CREB1	1.4569906485292343
SOX4	AL138799.4	1.4556610001332444
NR5A2	STAT3	1.455370427911221
MAFG	MAFK	1.4546036218385572
TBX15	FDPS	1.4543367877492852
SOX4	SPTA1	1.4540789101117924
CEBPB	HSPA6	1.4540042610961557
STAT3	TP53	1.453081889813359
PRKAA2	RASAL2	1.4508799757863207
TEAD1	ATF3	1.4499816656777722
JUN	CCDC30	1.4499359386131898
SP3	AL138799.4	1.4496412197855453
RXRA	TMEM51	1.448936260303041
MLXIPL	SLC25A33	1.446524938244071
ATF3	LINC02798	1.4460945070938382
SP1	AC117944.1	1.444060053291544
STAT3	NFE2L2	1.443652807556791
NFE2L2	SLC44A5	1.4436436350259714
MLXIPL	SMAD3	1.4433382343026246
SP3	WLS	1.4433093348352408
ATF2	ATF5	1.4418616996817244
MAFK	GATA6	1.4416353111709952
ATF5	ATF2	1.4413310981846414
FOXJ3	CLIC4	1.4397519117705428
RXRA	TXNIP	1.4373536960778486
PRKAA2	MYOCOS	1.4359101060315758
MYC	ST6GALNAC3	1.4354425977216891
PRDM16	PBX1	1.4353767613790365
GADD45A	SMAD3	1.4350811984763856
PPARG	UAP1	1.434471310289325
NFE2L2	ZSWIM5	1.4340098286431078
MAFK	SP1	1.433960307706782
MLXIPL	YAP1	1.4331615057274891
MAFG	LINC01781	1.432164554105988
PPARA	RXRA	1.4318281234693409
PBX1	CTH	1.4315640366035958
TEAD1	GATA4	1.4311343421318843
TCF7L2	LINC01781	1.4304983517562384
ATF5	APCS	1.4250395505100366
ATF3	FOXA3	1.4249811424164214
RXRB	WDR78	1.4232715747686273
CTNNB1	AC096536.3	1.4213280317066919
CREB1	ANGPTL3	1.4211948140172932
CEBPB	SP1	1.4211536269595137
CEBPA	E2F3	1.420511370762845
GATA4	RXRA	1.4197459872403295
GADD45A	SLC16A1	1.4195475192532272
GATA6	CCDC30	1.4190565304048173
MAFG	DNAJB4	1.4181806394399912
RXRA	FOXA3	1.4170861088041455
SMAD2	SORT1	1.417073199453808
SP1	LRRIQ3	1.416550178396924
HNF4A	LRRC7	1.4158798840918823
SP3	MROH9	1.4139704938594926
TBX15	KANK4	1.4133494944145575
NR1H4	TP53	1.4128515534637704
TCF7L2	SUCO	1.4127052306426957
MLXIPL	ATF2	1.4126225977432327
HNF1B	IFI44L	1.4121506847367167
HNF4A	FOXJ3	1.4091838687752234
NFE2L2	ZYG11A	1.406220477872912
SOX4	LINC01344	1.4053646554278598
RXRB	AL034417.4	1.4039520547990518
STAT3	LINC01362	1.402566404129993
TEAD1	APCS	1.400811401616417
KLF6	LINC01767	1.398352543154865
FOXJ3	LINC01362	1.3982415617783672
NFE2L2	PPARA	1.396306712091258
CTNNB1	TEAD4	1.3960177634987145
FOXA2	LINC02798	1.3959692971611322
CEBPB	SPTA1	1.3937404445383428
GATA4	KCNAB2	1.3935597485615194
MYC	GATA4	1.3922047874634416
PPARA	PLA2G2A	1.391721090024512
PPARA	ATF5	1.3907083712524293
TEAD1	STAT3	1.3898473175403112
PPARG	SCP2	1.388616624214778
FOXJ3	EFNA1	1.3873306673259351
MYC	UAP1	1.3850230550638951
TEAD1	JUN	1.382927766333851
TEAD1	AGBL4	1.3811728875171985
HNF1A	NR5A2	1.3808741800711675
JUN	KAZN	1.3804953440422552
ATF5	SP3	1.3774374313977544
NR1H4	AK5	1.3763325983211867
PBX1	MLXIPL	1.3751030776837925
HNF4A	HNF1B	1.3748574118874834
TEAD4	NR5A2	1.3747693393394427
RUNX3	AL513323.1	1.3740094373335991
STAT3	ATF2	1.3722932763897373
TCF7L2	SLC9C2	1.3700439902792292
MLXIPL	NFE2L2	1.3695768988556876
KLF6	GBP5	1.3685489830145747
GATA4	FOXA2	1.3685034220509944
GATA4	E2F3	1.3676472109018827
PBX1	RAB3B	1.3669704577360018
TCF7L2	PPARA	1.3652083071565317
NR1H4	RXRA	1.3642501671226437
PRKAA2	SOX9	1.364150606326598
SP3	TP53	1.3624611942137785
CTNNB1	ATP1A1-AS1	1.361928121836874
STAT3	MLXIPL	1.3616242594486119
KLF6	LINC02606	1.361438628950543
NFE2L2	GATA4	1.3605843846329129
MLXIPL	LINC01226	1.3598927730213122
KLF6	KAZN	1.3589120858498127
HNF1B	RXRB	1.356082893102668
HNF1B	GATA6	1.3551178165652138
RXRB	SLC25A33	1.354342762926271
ATF5	FAM102B	1.3538434353060567
STAT3	CACHD1	1.3518724714768482
ATF3	CEBPA	1.3517641120979247
CREB1	SP1	1.3512015900048735
MAFK	PRAMEF10	1.3502007761910362
RUNX3	KIAA0040	1.3499037068446227
NFE2L2	APCS	1.3498722195321833
PPARG	RIT1	1.3492527844375983
FOXA1	PDE4B	1.349046624660512
HNF4A	MROH9	1.3465167040581199
CEBPB	TBX15	1.3459270185700285
RXRB	SGIP1	1.3449999862851745
PPARG	HSPA6	1.3435255543488422
SP1	PRDM16	1.3427662349090064
STAT3	SMAD3	1.3424479117001733
TCF7L2	SLAMF7	1.3415256138562586
CTNNB1	AL136234.1	1.3354622538968857
STAT3	RXRA	1.3340474473416968
PRDM16	SGIP1	1.332552408569766
GATA6	AK5	1.3322312850468225
TEAD1	CTH	1.332092491339116
PPARG	CLIC4	1.3310931323381847
KLF6	AL033530.1	1.3299256308364344
GATA6	ANGPTL3	1.3299037370306954
SOX4	FMO3	1.3296435780665
STAT3	MUC1	1.3288245285565623
RXRA	PYHIN1	1.3286665264113544
FOXJ3	HNF1B	1.3281333996983684
E2F3	KLF6	1.3273909646350477
FOXJ3	PLA2G2A	1.3269665049359336
KLF6	MUC1	1.3269066100276459
CREB1	MROH9	1.326450556716234
NR5A2	CRP	1.3227844666681063
FOXJ3	LINC01708	1.3225370551301903
NR1H4	KLF6	1.3213368710512883
PPARG	HNF4A	1.3203683496409773
NFE2L2	RASAL2	1.3189797098967222
ATF2	ATP1A1	1.3151917378364082
NR5A2	MYC	1.3144111747166423
TP53	AL078459.1	1.3136674929216625
FOXJ3	NFE2L2	1.3135826540026132
CEBPB	AL591043.2	1.3132241546279522
ATF3	RXRA	1.3126210306184425
CEBPB	ZRANB2-AS2	1.3120941313826389
JUN	C1orf112	1.3115270863754076
JUN	SMAD2	1.3112046356775322
TCF7L2	CREB1	1.3110545300093461
TEAD1	PAPPA2	1.3101562814403929
KLF6	ATP1A1	1.3100489892761802
CEBPB	ANGPTL3	1.3092974270561992
NFE2L2	AJAP1	1.3077702692532462
PPARA	AC119674.1	1.3076064437402808
PBX1	CTNNB1	1.3074554752444003
PPARA	SCP2	1.3069533445135066
MLXIPL	KAZN	1.305427474646091
HNF1B	VTCN1	1.3052270218748252
FOXA2	IFI44L	1.3025923070477807
NFE2L2	FAM102B	1.3018169002630227
ATF2	AL513323.1	1.3017390750679372
NFE2L2	LINC01708	1.3003853912775307
TEAD1	PBX1	1.2995395902725302
PPARA	HNF4A	1.299241733152679
NR1H4	ATF2	1.2990979408721526
STAT3	AL139294.1	1.2970017205716335
TEAD1	MLXIPL	1.296457838645108
PRKAA2	KAZN	1.2952110947321638
CEBPA	AL139294.1	1.2945636400449658
PPARG	GNG12-AS1	1.2942238493767313
STAT3	SLAMF7	1.2937421873341315
TEAD1	AL138799.4	1.2936181135489035
MLXIPL	SUCO	1.2928026127423458
STAT3	PPARG	1.2910084409515288
TCF7L2	MCL1	1.2903127477754155
FOXJ3	CLCA4-AS1	1.2895057430544632
NR1H4	APCS	1.2892290775497288
PPARA	GBP5	1.2884466113690918
ATF5	CEBPB	1.2875959410709013
TCF7L2	TP53	1.2870635334088227
CEBPB	LINC01344	1.2868465221623173
KLF6	UAP1	1.2867939284842818
FOXJ3	SMAD3	1.2863933544492956
GATA6	APCS	1.286188949351929
FOXJ3	UAP1	1.286170771584265
PPARG	GBP2	1.2837329781907514
CEBPA	KIAA0040	1.283622807025542
CEBPB	CLIC4	1.2825529554826898
FOXJ3	MROH9	1.2823807875871513
E2F3	CACHD1	1.2817600339883042
CEBPB	IGSF21	1.281582064609355
SP1	LINC02798	1.2805845163380352
HNF1B	AJAP1	1.2803423907849778
NR5A2	SUCO	1.2802146403491375
RXRA	TP73	1.278145993688375
FOXJ3	ATP1A1	1.2779193311507246
HNF1A	GBP2	1.277246677175234
MAFG	ZSWIM5	1.2758521528150262
HNF1B	WDR78	1.275605673348412
JUN	CLIC4	1.274704271959418
FOXA2	RXRB	1.2742065996244931
HNF4A	NEGR1	1.2721626317256851
RXRB	MROH9	1.2718314855411665
PPARA	PDE4B	1.2693236495709457
SP3	EPHB2	1.2682207431664372
TEAD1	FOXJ3	1.267893021855295
JUN	ANGPTL3	1.2674706651609413
MLXIPL	HNF1B	1.2672337444081507
RXRB	PRAMEF33	1.266870153241234
PPARA	SPTA1	1.266830847035582
HNF1A	LINC01708	1.265326227311587
RXRB	MCL1	1.262299101012293
TEAD1	LINC01781	1.2618998283714264
PRKAA2	PPARA	1.2578963273014256
SOX4	FOXA3	1.2576510083598809
CREB1	SMAD2	1.2575557927025764
PRKAA2	LRRC7	1.2572145390453153
STAT3	PYHIN1	1.2567803357284661
PPARA	ATP1A1	1.2566750823942878
ATF3	AC096536.3	1.2565043450303754
JUN	DPYD-AS1	1.2560487902847204
FOXJ3	FOXA1	1.2534314578939616
KLF6	LINC01781	1.2529094834361678
SP3	CTH	1.2504492217280085
RXRA	HSPG2	1.2497630258323629
CEBPB	GATA4	1.248245488716435
ATF5	MLXIPL	1.2478183381662111
PRDM16	SP3	1.2458322715921197
TCF7L2	NEGR1	1.245186343008372
TEAD4	AC103591.3	1.2449021112603411
MLXIPL	GBP2	1.2447751972466603
MLXIPL	ZSWIM5	1.2438421843252871
SMAD2	C1orf112	1.2426099694419168
CTNNB1	TP53	1.2424644932996736
PPARA	TCF7L2	1.2417251012556603
TEAD1	PLPP3	1.2400560633894089
STAT3	LRRC7	1.2397474163529236
PPARA	LINC01226	1.2396482482849247
GATA4	ATF5	1.2389237260560726
ATF2	ZYG11A	1.2373818432808887
FOXA3	NR1H4	1.2368046939741857
NFE2L2	DAB1	1.2360672682787384
RXRB	DNAJC6	1.2339215655027764
CREB1	AC103591.3	1.2337677072078779
NR5A2	CCDC30	1.2337037012679837
FOXA1	HSPG2	1.2334908269543405
PBX1	YAP1	1.2320541985524558
STAT3	ADGRL2	1.2317521538157543
HNF1A	CACHD1	1.2316371742707746
CEBPB	CD247	1.2315022385237995
NR1H4	LEPR	1.2299257689510825
CEBPB	AC104170.1	1.2289302032793676
ATF5	SLC22A15	1.2286400720024675
TCF7L2	ATF5	1.2281819548481137
MLXIPL	AC119674.1	1.2276151029109263
CTNNB1	WDR78	1.2273838235685255
E2F3	EFNA1	1.2271885960132218
MLXIPL	GBP1	1.2258407742305584
SOX4	SLC9C2	1.2235912203704378
NR5A2	TP53	1.2227287646550835
MLXIPL	UAP1	1.2215228244385514
PPARG	FMO5	1.2214161530462517
MLXIPL	ATF3	1.2208015164932644
HNF4A	SLC44A5	1.2199111184154723
SMAD3	PRAMEF10	1.2197103326911198
SP3	HSPA6	1.2190700343806908
HNF1A	FDPS	1.2188852767105443
CEBPB	UAP1	1.2161899693377982
CREB1	CEBPB	1.216086347359509
ATF3	ATP1A1	1.215911206139358
NR5A2	AL034417.4	1.2154486565329496
FOXJ3	VTCN1	1.2144107291251502
ATF2	GNG12-AS1	1.2140501645939952
RXRA	LINC02607	1.2130491651730317
NR5A2	MYOCOS	1.2111939595404209
PPARA	SLC9C2	1.2109956019868249
ATF5	GBP2	1.2109917092290772
JUN	IL12RB2	1.2103223533631429
FOXA2	MAN1C1	1.2100577916791033
FOXA3	RAB3B	1.2075034258513488
PRKAA2	LINC01362	1.207436290133171
STAT3	SCP2	1.2074218878855456
KLF6	SLC22A15	1.2071309904910186
KLF6	APOA2	1.205818236899551
HNF4A	FDPS	1.2045717605780992
KLF6	GBP2	1.204178881808241
ATF5	AL034417.4	1.2037079380301714
ATF3	EFNA1	1.2021966644770383
HNF4A	NR1H4	1.2019371695595804
TCF7L2	LINC01362	1.2007915190990182
MLXIPL	FLG-AS1	1.200466886900671
ATF5	HNF1A	1.1991335879362608
CTNNB1	PLA2G2A	1.1987239378669527
TEAD1	AC096536.3	1.1981728435623527
STAT3	GBP5	1.198167099850106
MLXIPL	MAB21L3	1.196907607582096
TCF7L2	NR5A2	1.1964766736748234
PPARG	KAZN	1.196227014044701
MLXIPL	AL139294.1	1.196071439446856
STAT3	VTCN1	1.1957460990225421
FOXJ3	PPARA	1.1939161449620836
FOXJ3	CCDC30	1.1932590228612394
ATF3	LINC01767	1.1931863144402672
PPARA	FDPS	1.1917723181587623
NFE2L2	AL034417.2	1.191502464055816
PPARG	PAPPA2	1.191256600469691
CEBPB	PAPPA2	1.1907284107404337
RXRA	EFNA1	1.1901539642945973
FOXA2	SLC22A15	1.189302709350963
FOXJ3	FOXA2	1.188448264736008
NR5A2	CTNNB1	1.18818195989043
TEAD1	LEPR	1.1873811491162107
GATA4	SOX9	1.1872623536777993
NR5A2	WLS	1.1866692390464002
TEAD1	MAFK	1.1863137278631264
PPARG	LINC01344	1.185650265353477
PBX1	CRP	1.1855004879375546
ATF5	SPSB1	1.1848225959896292
KLF6	TEAD4	1.1845626980000885
ATF5	NFE2L2	1.1838068801528745
KLF6	HSD17B7	1.1837622219576085
ATF5	LINC01226	1.183606496591477
RXRA	AL078459.1	1.1832026051409685
JUN	SLC25A33	1.1827590724538142
SOX9	SP1	1.1821123334233206
TCF7L2	SGIP1	1.1820209000620328
TEAD1	CRP	1.181493000296941
CTNNB1	AC099788.1	1.181412948216318
E2F3	SLC22A15	1.1806021937533502
HNF1B	HSPG2	1.1791508152449044
PRKAA2	LINC01226	1.1783189920521937
GATA6	PRAMEF10	1.177732026540526
PPARG	AL138799.4	1.1776903661934037
JUN	ATP1A1	1.1773862152458425
PPARA	FHAD1	1.1773712534122176
HNF1B	NFE2L2	1.177042159418044
TEAD1	MUC1	1.1767834871374563
PPARA	SLC22A15	1.1750278244151893
TCF7L2	TTLL7	1.1735662548849553
CREB1	CCDC30	1.1710668504606916
KLF6	SMAD2	1.1697407937586708
MLXIPL	CTH	1.1643955671949184
E2F3	NFIA-AS2	1.1635993779608025
MAFG	SOX4	1.1627775568833376
SMAD3	AC099788.1	1.1624187446794627
RXRA	GATA4	1.1610953887447646
TCF7L2	ADGRL2	1.1609784411470105
NFE2L2	SCP2	1.1609720944786999
TEAD1	KANK4	1.1604792539661928
MLXIPL	AL078459.1	1.1587625383545341
KLF6	FLG-AS1	1.157935157979974
KLF6	ORC1	1.1573711039927008
GATA6	MFSD2A	1.1571827366920995
TEAD1	MYOCOS	1.156416736306674
MLXIPL	DAB1	1.156270141834219
FOXJ3	PRAMEF33	1.1557645932300415
ATF5	ST6GALNAC3	1.1557343690757331
MLXIPL	CLIC4	1.1556664398700753
TBX15	SLC25A33	1.1554592609264536
PPARA	HNF1B	1.1552346830192728
KLF6	HNF4A	1.1542146805535836
NR1H4	SPSB1	1.1539939145769371
SP3	STAT3	1.1530257266887118
CTNNB1	FDPS	1.1529237227872209
RXRA	AK5	1.1501012870527412
ATF5	SLC44A3	1.1494035536342075
TP53	PRKAA2	1.1493546066854106
NR5A2	C1orf112	1.1490133100621864
ATF5	CCDC30	1.1479571768137364
MAFK	AL033530.1	1.1465459019213897
HNF4A	PRAMEF33	1.1465119464809812
KLF6	PAPPA2	1.1445599841406673
TCF7L2	PRKAA2	1.144558827984367
TCF7L2	SMAD3	1.142431948043354
TCF7L2	RAB3B	1.142324278652711
NR5A2	GBP5	1.1419019469935767
TEAD1	UAP1	1.1414306730783876
RXRB	ATF5	1.1409423992176853
RXRA	UAP1	1.1406142474432799
TBX15	HNF1A	1.140236191518886
MLXIPL	DNAJC6	1.1400950481278114
GATA6	PYHIN1	1.1396586773031774
TEAD1	AL034417.4	1.1393581488624647
PBX1	SPAG17	1.1391938179739773
SMAD3	HNF1A	1.139167323899797
E2F3	WLS	1.138484694191651
NR1H4	AC104170.1	1.1377521400169253
JUN	RXRB	1.1377304257881744
PPARG	CD247	1.1368167683160557
PPARG	SLC16A1	1.1367532101464641
KLF6	ZYG11A	1.1365140698281226
NR5A2	RIT1	1.1363350812184247
SMAD3	SCP2	1.1357251755892785
JUN	AC117944.1	1.1355585115386821
NFE2L2	DPYD-AS1	1.1349418940077658
STAT3	FMO3	1.1335718699465676
HNF1A	LEPR	1.133134584536764
CREB1	WLS	1.133004580803471
GATA6	SLC44A3	1.1329713834307154
FOXA3	LINC02606	1.1326621134954749
KLF6	ATP1A1-AS1	1.1325452244947893
MAFG	LINC01344	1.1319081040091061
PPARA	AC117944.1	1.1317010653720574
PPARA	FOXJ3	1.1311216536939641
E2F3	MUC1	1.130995934365085
ATF3	HNF1B	1.1308224005150989
MLXIPL	FMO5	1.1305984443399635
HNF1A	PPARG	1.1302540109587853
GATA6	LINC02606	1.1292518701220646
TP53	AC104459.1	1.128891189464737
NFE2L2	AL513323.1	1.128826665958427
PPARA	AL078459.1	1.1286597221095962
FOXA3	PTGFR	1.128234391681447
PBX1	LINC01362	1.1282209596392965
SMAD2	SP3	1.127814493906175
HNF1B	HSPA6	1.1249304563444695
PBX1	NFE2L2	1.1248285385356145
KLF6	PER3	1.1233215267022352
SOX9	LINC02798	1.1232895920324417
NFE2L2	ATF5	1.1231375480244132
NFE2L2	SPAG17	1.1223673253287343
PRDM16	NR1H4	1.1212997896566108
TCF7L2	GBP2	1.1212604541323288
TCF7L2	DAB1	1.1210513972813168
MLXIPL	WLS	1.1201923150796091
TCF7L2	IGSF21	1.1201143736432722
HNF4A	TTLL7	1.1192247774358264
STAT3	RUNX3	1.1191752220900768
NR1H4	LINC01344	1.1188051576157836
CREB1	ATP1A1-AS1	1.1178215604700175
RXRB	KIRREL1	1.1172210782419665
NFE2L2	MROH9	1.1168903976953621
TEAD1	SOX9	1.1157535151709468
ATF3	GBP1	1.1149343667606437
MAFG	ROR1	1.1145561621897295
SMAD3	GATA4	1.1140969883162382
E2F3	AL033530.1	1.1136042399693458
CEBPB	CREB1	1.11285433952153
CREB1	LRRIQ3	1.1125460607126678
TCF7L2	ZSWIM5	1.1119506364477125
NR1H4	ATP1A1	1.1116771866349735
PBX1	TTLL7	1.1114011038695932
PPARA	FOXA1	1.1100284428520841
CREB1	AL034417.4	1.109998038525051
PPARG	FMO3	1.1092877716643652
MLXIPL	PER3	1.108601351526824
PPARG	CTNNB1	1.1082594180155374
TP53	TTLL7	1.1079500709616956
HNF1A	NFIA-AS2	1.1065771726476374
GADD45A	CTH	1.1053076965394493
NR5A2	ZYG11A	1.1046099092901593
RXRB	LINC01781	1.1029381081928278
HNF1A	ST6GALNAC3	1.1016220168583777
TCF7L2	FOXA3	1.1003728989940997
CREB1	AC119674.1	1.0996801631901025
NR5A2	CACHD1	1.0996661375774182
SP1	MYOCOS	1.0990037482473312
CEBPB	AC117944.1	1.0964642452953128
ATF2	HSD17B7	1.0950983516813566
TCF7L2	GNG12-AS1	1.095085774540205
NR5A2	TEAD1	1.0949572550249558
KLF6	NFE2L2	1.094589759941735
GATA6	NR5A2	1.0943986222484863
PPARA	SORT1	1.0942080825195852
TEAD1	ATP1A1	1.093715208912863
NFE2L2	FMO5	1.0937018996999246
NR5A2	AL513323.1	1.09326605510076
FOXJ3	AC104170.1	1.0915717266127192
MAFK	SLC44A3	1.0910229341944488
SMAD3	MCL1	1.09031364205788
NR1H4	PLPP3	1.0899390415983252
ATF5	AL034417.2	1.0898389633103622
TCF7L2	STAT3	1.0892964747634308
STAT3	SMAD2	1.0885783449693962
TEAD1	CLCA4-AS1	1.0885239798303916
NR1H4	ZYG11A	1.0884701702266313
HNF4A	PRAMEF10	1.0880767771004705
PPARA	LINC01344	1.0876448480733147
SOX4	SLC16A1	1.0873891225711312
PPARA	LEPR	1.0870344124069629
TCF7L2	AC104459.1	1.0867167857858295
E2F3	LINC02798	1.0852920104175845
JUN	NFE2L2	1.0846984053407762
HNF1B	MAFK	1.0844934629294576
NR5A2	HNF1B	1.0843317972106632
JUN	PAPPA2	1.0840675250964658
NR1H4	SLC25A33	1.0835672723502647
TBX15	AL034417.2	1.0829533318993751
ATF5	MROH9	1.0828760048520947
TCF7L2	ZRANB2-AS2	1.0795929514269134
SMAD2	NR5A2	1.0794297880026853
ATF5	PRAMEF33	1.0793988659038392
NR1H4	PRDM16	1.079164321731278
HNF1A	GADD45A	1.076228871089046
CREB1	PDE4B	1.0761145544187678
SMAD3	HSPA6	1.0756823881982729
SP1	HSD17B7	1.075298156516901
TBX15	PYHIN1	1.0747975310750624
SP1	AC103591.3	1.0746351569078778
SP3	FDPS	1.0743624821409592
RXRA	ADGRL2	1.0742387881321693
CEBPB	PER3	1.072802534869529
HNF4A	FMO5	1.0725069246931633
NR1H4	MFSD2A	1.0723112154413699
TEAD1	CLIC4	1.0714087683181288
PRDM16	PKN2-AS1	1.0713466563919356
CTNNB1	MROH9	1.070181422423074
HNF1B	SUCO	1.0692521956097902
TBX15	SORT1	1.068770150897298
