TF	target	importance
KLF6	AC103591.3	0.366534677179959
SP3	CREB1	0.3662771537915252
HNF1B	RIT1	0.3660443264381818
HNF1A	ATF2	0.36596894509672845
PPARA	CACHD1	0.36592083400706027
FOXA2	E2F3	0.3658098715583542
TCF7L2	HMGCS2	0.36550425903214945
ATF2	CRP	0.3654922868124987
NR5A2	JUN	0.3652810127899185
MYC	AC104170.1	0.3645977247793082
JUN	AL034417.2	0.3643748374074269
SOX4	CEBPB	0.3643685727222816
SP3	LINC01344	0.3642652846045675
NR1H4	LINC02798	0.3641398122465398
JUN	FCRL1	0.36357907122704464
JUN	HNF1B	0.36341921182907616
SOX4	AL034417.4	0.3633469472859269
MAFG	FOXJ3	0.3633395765035962
SOX4	TEAD1	0.36277166724109833
ATF2	CLIC4	0.36238678080765074
CEBPA	ZSWIM5	0.3620879358308008
SP1	SLC25A33	0.3617845282232039
MLXIPL	TTLL7	0.36157874192599904
GATA6	ADGRL2	0.36155506850670244
RXRA	PKN2-AS1	0.361240754903083
HNF1B	LINC01362	0.36114697158929
SP3	GADD45A	0.3611282207795224
RUNX3	CLIC4	0.36111061337820294
GATA4	ADGRL2	0.3609740353543828
CEBPB	PRAMEF10	0.360556111298937
PPARG	EFNA1	0.3603246597350379
GATA6	SLC44A5	0.359880780483365
ATF2	AC096536.3	0.35960339758486565
HNF1B	GBP1	0.3592178547702505
TCF7L2	SOX9	0.3588462514869608
TEAD1	PRAMEF33	0.3588167609905079
PPARA	ADGRL2	0.3580905314810319
FOXJ3	E2F3	0.35785166575149807
SP3	SLC44A5	0.35785156509458177
HNF4A	SLC25A33	0.35757515163299414
PBX1	HNF4A	0.3575105999878902
RXRA	FOXA1	0.3574769077367046
PPARA	TEAD1	0.35744478906027327
GATA4	ARHGAP29-AS1	0.3566157527282968
STAT3	KIRREL1	0.35615532459703386
FOXA3	LINC01708	0.3561151795620442
NR5A2	SLC25A33	0.3556288737015579
JUN	FMO3	0.3554655597662353
SOX4	ATF2	0.35525361418470514
PPARG	CLCA4-AS1	0.3547050923119933
TCF7L2	AL139294.1	0.35463027172169553
MAFG	RIT1	0.35452030173915167
NR1H4	KAZN	0.35438019953641064
NR1H4	CLIC4	0.35437537116159146
GADD45A	STAT3	0.35436678757993006
MAFG	SORT1	0.35431202892398383
ATF3	GATA4	0.35405633031216993
PRKAA2	HNF1B	0.3539266491409606
STAT3	TP73	0.35391637002133497
KLF6	TBX15	0.35349501716938814
MLXIPL	TMEM51	0.35339201773405177
SMAD3	TTLL7	0.35298129657010474
SP1	C1orf112	0.3529477396206937
TBX15	MAFG	0.3527939613490461
HNF1A	AL138799.4	0.3527894174700197
SMAD2	DAB1	0.35186490541935733
SMAD2	SMAD3	0.35180919173519554
KLF6	MAN1C1	0.35131441801001334
MLXIPL	SLC9C2	0.3511163495588666
HNF4A	AC119674.1	0.3510755488592294
PPARA	ZSWIM5	0.3510194917111424
CREB1	NFE2L2	0.3508074519196304
MAFK	GATA4	0.3507129436579807
HNF4A	PRKAA2	0.3506562686577964
MAFK	SLC25A33	0.35063136352542407
TP53	PRAMEF33	0.35041948127203465
PRKAA2	TGFBR3	0.3503932454911586
FOXA2	AL034417.4	0.35033396031566544
TCF7L2	TGFBR3	0.35030761731653226
JUN	TCF7L2	0.3502230903335259
SMAD3	PBX1	0.3499494513669193
CEBPB	WLS	0.3499483395716036
SP3	SP1	0.3499426364938979
SOX4	FOXA2	0.34986327112424637
JUN	TMEM51	0.3497458819300286
TEAD1	TXNIP	0.34948561101461134
HNF1B	FDPS	0.3494700809589098
HNF1A	GBP5	0.3494179081766288
NFE2L2	AL450992.1	0.3493010650954443
HNF1A	EFNA1	0.3492746882934593
ATF5	WDR78	0.3491041993290098
ATF3	CLCA4-AS1	0.34853990353809844
FOXA1	SOX4	0.34847346880973584
HNF4A	PER3	0.34837816261160987
NR1H4	S100A6	0.3483685523413704
FOXJ3	DNAJB4	0.3482519729973374
PPARA	PLPP3	0.3481139590962655
NFE2L2	ANGPTL3	0.3473739527375761
ATF2	PBX1	0.34725051146586605
JUN	CACHD1	0.3462435663785494
KLF6	CTNNB1	0.34620391604947065
HNF1B	SMAD3	0.34594516603131115
ATF3	RAB3B	0.3457847181126341
GATA4	TGFBR3	0.3457070829163704
HNF4A	AC099792.1	0.3457002713029395
FOXJ3	ATF2	0.34559107309324427
PBX1	IL12RB2	0.34555510989838795
TEAD1	AL136234.1	0.3453989421376999
MAFG	PKN2-AS1	0.3452792668888185
NR5A2	VTCN1	0.34513405496729543
TBX15	LINC01767	0.34464171132305144
SMAD3	CTNNB1	0.34448004386652653
TCF7L2	AL034417.2	0.34437726623673826
TEAD1	DNAJB4	0.3440463049344496
NR1H4	AL034417.2	0.34403227633456335
NFE2L2	MYC	0.34369162407318166
HNF1B	SLC22A15	0.343578783973039
CEBPA	TCF7L2	0.34356104987684144
NR5A2	PRDM16	0.3435490876425974
FOXA1	APCS	0.34328586276418493
RUNX3	KCNAB2	0.3432482037370519
GATA4	FMO5	0.34313083240589043
PRKAA2	ANGPTL3	0.34289774460010014
CREB1	STAT3	0.34282022903941656
MAFK	TMEM51	0.34278988037946706
SP3	SGIP1	0.3424509156188198
SP1	E2F3	0.3423333530490955
TBX15	KCNAB2	0.34230915135115747
ATF5	SLC25A33	0.3422981197664773
SMAD3	NR1H4	0.3420193800007929
PBX1	GNG12-AS1	0.3418425055854878
HNF1A	NFE2L2	0.3417837167283756
CEBPB	STAT3	0.34142887200851274
HNF1B	SGIP1	0.3407183663129677
NFE2L2	CD247	0.34048917786134064
MAFG	TP53	0.3404298919584451
NR5A2	SELL	0.33990099415358355
MAFG	ATF2	0.3396217345849684
RXRA	SMAD3	0.3394756462837554
ATF5	PDE4B	0.3393359471768958
SMAD2	RAB3B	0.3392843837192765
HNF4A	EFNA1	0.3392493631925866
JUN	KCNAB2	0.3389967816220124
ATF5	ATP1A1	0.33847154174580646
NFE2L2	MAB21L3	0.3384125812350017
SOX9	AL078459.1	0.33823368010460897
TEAD1	ZRANB2-AS2	0.33810957226765875
KLF6	DPYD-AS1	0.3379094396490251
SMAD3	FOXA3	0.3378516148969025
SOX9	AC117944.1	0.3378481385902057
PRKAA2	PER3	0.3376945615772866
MAFG	APOA2	0.33758953094769467
HNF4A	SOX9	0.3374447641646469
TBX15	MLXIPL	0.33706076956571784
GADD45A	SCP2	0.3363278948017705
CREB1	ATF5	0.3357416694553856
MAFK	MCL1	0.3356145740309526
ATF3	PPARA	0.3355184245142361
RUNX3	AL138799.4	0.3345505305883644
HNF4A	WLS	0.3344699346313895
TBX15	RXRB	0.33440806868427275
CTNNB1	RXRA	0.33356077784888816
KLF6	FMO5	0.3333933146520933
FOXA1	LINC01767	0.3333729026537564
SMAD2	NFIA-AS2	0.3330559006044056
RXRA	SP3	0.33304484870949974
FOXJ3	IL12RB2	0.332905803524941
SOX4	TCF7L2	0.3328357117744695
ATF3	SLC16A1	0.33271483330284796
PPARG	MFSD2A	0.33270720966690986
TEAD1	MCL1	0.33269025452869505
SOX9	SOX4	0.33236744374954624
SMAD3	AC096536.3	0.3323313886624027
CEBPA	ZRANB2-AS2	0.33202467372679173
CEBPB	NR1H4	0.3320143610870331
MYC	ATF2	0.3319997198548113
CEBPB	FMO3	0.33191450377195036
ATF5	AC099792.1	0.3317390573755733
TP73	RXRA	0.3316693389810171
MAFK	ATP1A1	0.3316316202882616
GATA4	AC119674.1	0.33143580673975204
PRKAA2	FOXA2	0.33093112964240556
RXRA	SGIP1	0.33072872080904553
RXRB	AC096536.3	0.3306970475664668
RXRA	DNAJB4	0.3305886791736808
FOXA3	TXNIP	0.33055016503507817
SP3	UAP1	0.3304001691991822
HNF1B	PPARG	0.3301454170373616
STAT3	AL591043.2	0.33012627945245887
ATF5	PAPPA2	0.32991599994297954
NR1H4	IFI44L	0.3298753166374899
PPARA	KCNAB2	0.3298289161426663
HNF4A	ARHGAP29-AS1	0.32968108869976626
MAFK	AL139294.1	0.3295151332665665
TEAD4	SLC16A1	0.32929456503562105
MLXIPL	AL033530.1	0.3292561925101791
SOX9	VTCN1	0.3291722918001594
FOXA2	ATF2	0.3290129714523474
TEAD1	RASAL2	0.32875364710841126
GADD45A	APOA2	0.3287416219334751
JUN	MUC1	0.32865446859845826
TBX15	SP3	0.32860351036658997
PPARA	SELL	0.3284732928846268
RXRB	TTLL7	0.3284281360004482
ATF3	SP3	0.3282516601293812
ATF2	CEBPA	0.3281270323035026
ATF3	S100A6	0.32811935673901
PRKAA2	WDR78	0.3278948615223502
SMAD2	CACHD1	0.32788647682464334
HNF4A	SLAMF7	0.32740919114561595
CEBPB	AL034417.2	0.32732625386836484
STAT3	SELL	0.3272512763233919
SOX4	LINC02607	0.3272003879960178
PRDM16	TXNIP	0.3271291031448056
ATF3	AL078459.1	0.3268347183426153
SP3	AC119674.1	0.3267407739284703
NR5A2	ATF5	0.3263678968973081
PRKAA2	TEAD4	0.32587431511363096
RXRB	MLXIPL	0.3253036152839448
MAFG	TXNIP	0.32522671874498876
PPARA	EFNA1	0.3251583040459894
KLF6	FCRL1	0.3245499926670333
GATA6	SMAD2	0.32450943701529744
MYC	AL034417.4	0.3243440363352694
NR1H4	AC099792.1	0.3242560067736526
E2F3	MYC	0.3242093126111693
CREB1	SORT1	0.3240964209489951
HNF4A	TCF7L2	0.32407518691242776
STAT3	PDE4B	0.32394999860443435
GATA6	KAZN	0.3234589757086885
FOXJ3	PPARG	0.32326365481862507
FOXA2	APOA2	0.3232044325597742
E2F3	TGFBR3	0.32285146897785433
NR1H4	SP3	0.3227532639130474
ATF5	HNF1B	0.3221330580851675
TEAD1	SLC16A1	0.32209672862825817
ATF2	E2F3	0.3220669623954087
FOXJ3	WDR78	0.3219654538933558
GATA4	SLC25A33	0.32193131146167814
FOXA3	PPARG	0.32186221523350794
SMAD2	KIRREL1	0.3218542224099384
MAFK	ROR1	0.3218423442801868
NR5A2	AC104170.1	0.32177109406338483
HNF4A	PRDM16	0.3217527495611874
HNF1B	AC104170.1	0.3215531596578351
CTNNB1	RXRB	0.3214935338942607
FOXJ3	PDE4B	0.32148127411573635
SMAD3	RUNX3	0.3211857533066153
SP3	KAZN	0.32098625763135336
SMAD2	HNF1A	0.3206013727727087
SP3	TMEM51	0.32045044044429905
KLF6	CACHD1	0.3202738919578919
MLXIPL	LRRIQ3	0.32002622070025327
SMAD2	TBX15	0.31984693557739785
CEBPB	MUC1	0.3190270927902795
TEAD4	KCNAB2	0.3189201423653898
SMAD2	LINC02798	0.3187768125173796
STAT3	ROR1	0.3182958153528361
KLF6	STAT3	0.31803361787020495
HNF1B	MCL1	0.3179054496405093
HNF1B	TEAD1	0.3175999602009717
NR5A2	MCL1	0.3175408720325122
PPARA	SUCO	0.3172494607285902
PPARG	KLF6	0.31692886718601015
GATA4	ZRANB2-AS2	0.31683792559373813
TCF7L2	EFNA1	0.3166864680740512
NR1H4	NR5A2	0.31641723122873955
FOXA2	DPYD-AS1	0.31636563608927165
SP3	ZYG11A	0.3162602999134163
MAFG	UAP1	0.31602285939582464
PPARG	APCS	0.31584241697122617
FOXJ3	RUNX3	0.3156634055024913
SOX4	AC104459.1	0.3153698563371198
TEAD1	GADD45A	0.31531520597357615
JUN	AL034417.4	0.3150850450344692
CTNNB1	KIRREL1	0.3148642600987175
PRDM16	ROR1	0.3146810186210422
KLF6	FOXA3	0.3146767984828411
FOXA1	YAP1	0.3144678236778407
JUN	HSD17B7	0.31418270015035854
ATF2	FCRL1	0.3141745335367882
NFE2L2	CEBPA	0.3140201266039308
E2F3	MYOCOS	0.3139760799540709
CREB1	HNF4A	0.31354002998869107
STAT3	AL078459.1	0.31317006220030685
ATF2	LINC01781	0.3131455327364562
CTNNB1	AL138799.4	0.3129233795244819
E2F3	CLIC4	0.31291860884455786
FOXA1	LINC02798	0.31199741451095997
JUN	MAN1C1	0.3119123329865692
MYC	FMO5	0.311813808166374
JUN	RUNX3	0.3117795487774298
GATA4	PLPP3	0.3117412314436187
NR5A2	E2F3	0.31145101520454793
PBX1	DPYD-AS1	0.31134867678811595
CTNNB1	APOA2	0.3104471396481324
HNF4A	KIAA0040	0.3103818605821401
SP3	F3	0.31020433978935474
TEAD1	LINC01708	0.3100011312666273
GADD45A	RXRA	0.309802285373143
SOX4	DAB1	0.30978847722342173
PRKAA2	KLF6	0.30976461102981545
SP1	GATA4	0.30975919750523984
E2F3	PBX1	0.30950005503560046
RXRB	AL513323.1	0.3093315311235329
STAT3	MAB21L3	0.3091991192432545
HNF1A	SLC44A5	0.30892269159601554
PRKAA2	IL12RB2	0.30855783140760057
ATF3	F3	0.30829038526276764
ATF3	TEAD1	0.3077106477406713
HNF4A	MAFK	0.3077005339870432
SP3	SPSB1	0.30764896611566483
SMAD2	MUC1	0.3075532836267088
SP3	SCP2	0.30742405660999905
NR1H4	KIRREL1	0.3071444173547546
PRKAA2	VTCN1	0.30709443811754267
HNF1B	YAP1	0.3069944502270066
RXRB	ROR1	0.30681380937416813
CTNNB1	TMEM51	0.3067290164066107
TP53	LRRC7	0.3063598463689842
TCF7L2	RIT1	0.306247330471372
ATF3	ATF2	0.30601726560642295
ATF3	E2F3	0.30590789742224767
GATA4	PPARA	0.3053754245443908
FOXA1	SP1	0.3053542702138455
GADD45A	SORT1	0.3053282627261961
RXRA	CRP	0.3052931107976251
MAFK	MYC	0.3052840253689829
SP1	ROR1	0.3052502384055078
SOX9	CD247	0.30484557442055754
NR5A2	ST6GALNAC3	0.3048424502581839
CEBPA	PPARA	0.30431549178700057
CREB1	UAP1	0.3041986012054643
SMAD3	FDPS	0.3034965753022282
SP3	PBX1	0.30324514836164607
CEBPA	AL078459.1	0.30323086290456325
HNF1A	UAP1	0.30304386780162484
CEBPB	PPARA	0.3028882675311866
CREB1	KCNAB2	0.30247245520860694
TEAD1	LINC01767	0.3021315041038854
PPARA	AL139294.1	0.30208708204422
E2F3	TBX15	0.3019817324597333
PRKAA2	CRP	0.30173961803254773
HNF1A	HNF4A	0.3016949328281034
KLF6	MAFG	0.30167807307614974
TEAD1	PRAMEF10	0.30167466363239615
TEAD1	MYC	0.3016255483149926
MAFK	RUNX3	0.3011133231792824
CEBPB	ADGRL2	0.30102336819737974
GATA6	CTH	0.30080619496413896
STAT3	CD247	0.30080206855265024
CREB1	RXRA	0.3007757566087466
RXRB	FOXA1	0.30075741113192683
TCF7L2	AL034417.4	0.3003273428547471
CREB1	TMEM51	0.30027427418634967
GATA6	PBX1	0.3002506120249132
HNF1A	PLA2G2A	0.30017615438428175
HNF4A	HSPG2	0.3000242365730352
STAT3	MYC	0.2999270139843125
ATF2	MAFK	0.29963364494361827
MAFG	RASAL2	0.299426390855704
GADD45A	NR5A2	0.2994145644629998
GATA4	APCS	0.29938642185741493
JUN	HNF4A	0.2993330140917399
E2F3	FMO5	0.29931898813275937
ATF2	YAP1	0.29904516919959767
CEBPA	ADGRL2	0.29874205540585586
MYC	SLC22A15	0.2980129784550866
FOXA3	PER3	0.297967317641911
SMAD3	ZSWIM5	0.2978547276518899
STAT3	WLS	0.2975446561631388
SOX4	HSD17B7	0.2973948127818307
RXRB	ATF2	0.2973100336255785
GATA6	IL12RB2	0.2971367095560707
NR1H4	FLG-AS1	0.2968106480647493
PPARA	NFIA-AS2	0.29676388134182774
SMAD3	PKN2-AS1	0.29673463783108633
NR1H4	APOA2	0.29666985913291355
HNF1A	SMAD2	0.2966440368252304
SOX4	C1orf112	0.2965159439148355
TBX15	AC103591.3	0.2962179382660415
KLF6	MAFK	0.2960979591910161
PPARA	PPARG	0.2956260646914114
NR5A2	AL034417.2	0.2955517947100817
ATF5	ROR1	0.29545599933230293
TCF7L2	FMO3	0.29544157696132006
PPARA	IL12RB2	0.2953180685417212
HNF1A	PDE4B	0.29501717876931943
SMAD3	SP3	0.29472552626823884
KLF6	SMAD3	0.29455535048008424
SOX4	ZSWIM5	0.29451458038874484
STAT3	LINC02606	0.29448608533069415
NR1H4	ATF5	0.2944209332133854
ATF5	KAZN	0.29435963417182276
GATA4	CEBPA	0.29371815635991577
RXRB	LINC02607	0.2931723089103935
STAT3	TGFBR3	0.29294122022522845
ATF5	CTH	0.29254922303304115
E2F3	TMEM51	0.29211190155869005
FOXA1	HSD17B7	0.2918036088940632
PPARG	STAT3	0.29160242578823936
FOXJ3	RXRB	0.2915566937914705
SMAD2	ADGRL2	0.29151178402360095
MLXIPL	S100A6	0.29149898878917146
SMAD3	TXNIP	0.29137147282226167
MLXIPL	SLC44A5	0.29122281516967263
MLXIPL	PKN2-AS1	0.2908449389633059
GADD45A	TBX15	0.29025955961652516
MAFG	HSPG2	0.2901345627368949
STAT3	SORT1	0.2899494283590523
CREB1	AL138799.4	0.2899358462239224
MYC	DPYD-AS1	0.28958792948195744
CEBPB	RXRA	0.28908095916043897
MYC	EFNA1	0.2890413205633044
STAT3	APOA2	0.2889991465450912
RXRB	HNF4A	0.28892721023343015
SMAD3	DPYD-AS1	0.2889223062733632
TCF7L2	DNM3	0.28862976056138007
ATF2	FLG-AS1	0.2886172944134493
JUN	PPARA	0.28855378589173636
SP1	FOXA1	0.2882032328319791
SMAD2	CRP	0.28757395978516404
HNF4A	AL591043.2	0.28755137287486787
SMAD2	RXRB	0.2875012941012426
ATF2	LINC01226	0.2868779555483248
ATF2	FOXA3	0.2865112408767161
FOXJ3	TP53	0.2862972119862532
CEBPB	HMGCS2	0.2861067556708392
CEBPA	TEAD1	0.2856805296228465
SOX9	MAFG	0.28557918549504374
JUN	MAB21L3	0.2855160636518797
GADD45A	MROH9	0.2854218414477218
TEAD4	MAN1C1	0.2854084162716908
PRDM16	PTGFR	0.28521934210095
RXRA	KIRREL1	0.28494162788634353
HNF1B	LINC02798	0.2846715166076425
PRKAA2	ST6GALNAC3	0.28462356111412734
FOXA2	ADGRL2	0.2844024631735197
FOXJ3	MLXIPL	0.2843352691851586
SMAD2	FMO5	0.28397772214890976
PBX1	KANK4	0.2836251406859721
SOX4	FOXJ3	0.2835836534239061
TP53	LINC02798	0.2835507051311412
HNF4A	ZSWIM5	0.2835119507640287
PPARA	JUN	0.2834555068376494
NFE2L2	PRKAA2	0.28333378069807663
FOXA3	MFSD2A	0.28304610524266755
PRKAA2	RAB3B	0.2828941448528334
PRKAA2	ZSWIM5	0.28278495057052055
GADD45A	JUN	0.2827594899554324
CEBPB	AC104459.1	0.2824599458259316
SMAD3	KANK4	0.28222463744571485
TP53	SLC44A3	0.2820098836765281
SMAD3	SP1	0.28156965115056415
ATF3	AL450992.1	0.28117930914583866
RXRB	ATF3	0.2810956548237399
HNF1A	AL139294.1	0.2809926642542288
SMAD2	GATA6	0.2809415056050691
FOXA2	NR1H4	0.28091981952672285
CEBPB	SOX4	0.2803380132284573
TBX15	ST6GALNAC3	0.2803115569203455
CTNNB1	E2F3	0.28025874724294825
SOX4	ATF5	0.28024889069384534
SP1	AC099788.1	0.2801940559474962
PPARG	FDPS	0.28012002309861694
FOXA2	KCNAB2	0.280038021855251
KLF6	YAP1	0.2799258614637305
TBX15	SLC44A3	0.2798125499564344
ATF3	CCDC30	0.2792343980490453
JUN	DNM3	0.2790625933399299
HNF1B	ANGPTL3	0.27902731528936053
NR1H4	MYC	0.2789036717213802
FOXA3	DPYD-AS1	0.27889823569807315
PRKAA2	CTNNB1	0.2785107744387561
ATF5	TMEM51	0.2783898779264511
RXRA	LRRIQ3	0.2783874671454561
PBX1	FDPS	0.27836874189932714
CREB1	LINC01767	0.27822810017578226
SP1	AL138799.4	0.2781311622340265
TBX15	KAZN	0.2780659677562452
FOXA1	LRRIQ3	0.277702395653603
RXRA	PRAMEF10	0.27761362340231077
JUN	SLC22A15	0.277512816449183
NFE2L2	RXRA	0.27743844055696076
PPARG	GBP1	0.27740643393050196
HNF4A	CEBPA	0.2773914099179309
PBX1	FOXA3	0.277319552054894
FOXA2	AC096536.3	0.27726899536973965
TEAD1	C1orf112	0.27711420477411597
FOXA1	TCF7L2	0.2770990179206513
CREB1	LINC02607	0.2770695909164204
MAFK	DAB1	0.27697237319915197
E2F3	ATP1A1	0.2767704832947577
GADD45A	MCL1	0.27675208211873725
ATF3	UAP1	0.2764125069597832
RXRA	SPAG17	0.2763957475414462
JUN	AGBL4	0.2761610589271919
MAFK	CREB1	0.2761452002963619
SOX4	FDPS	0.275838194556534
HNF4A	LINC01344	0.2756895169560592
CEBPB	DPYD-AS1	0.27550172479504875
ATF5	GATA6	0.27548650757226806
SP1	KAZN	0.2753648884607511
PRDM16	GADD45A	0.27536060796823497
TEAD4	E2F3	0.2752136899698613
SP3	HNF4A	0.2750999046640881
MAFG	AL513323.1	0.2748063928775019
CEBPA	LINC02606	0.2746842872272719
SP1	CREB1	0.2745109789010085
SMAD2	AL078459.1	0.2744915882072817
HNF4A	GBP2	0.27375473772743436
ATF3	AL034417.4	0.2736828643905478
CEBPA	PAPPA2	0.27354271368011346
HNF4A	TEAD4	0.27296376265933076
FOXA3	WLS	0.27286798393064726
MAFG	FDPS	0.27271560840264447
HNF1A	SUCO	0.27264034514330854
GATA6	CLCA4-AS1	0.27248954853415686
SP3	RASAL2	0.2724649717414206
GADD45A	ST6GALNAC3	0.2723473424369367
SMAD2	TEAD4	0.2721135071045527
STAT3	JUN	0.2720145363436936
FOXJ3	TP73	0.2719969425823725
RXRB	TBX15	0.27197748379429637
NR1H4	TBX15	0.27197198598810257
TEAD4	ATF5	0.27148860684553766
SMAD2	ZRANB2-AS2	0.27146170080982024
GATA6	LEPR	0.2714565960230191
RXRA	DNAJC6	0.2714363605535414
HNF4A	PTGFR	0.2713023976921104
PPARG	ATF2	0.2712904194102044
TEAD1	AC117944.1	0.271217384135784
PBX1	GATA6	0.27114114947120627
MLXIPL	RUNX3	0.27087718995461874
FOXA1	PAPPA2	0.2708611876532837
TP53	RAB3B	0.2708265442710801
JUN	TBX15	0.270747678128194
MLXIPL	LINC01767	0.2705967287043658
RXRB	PRDM16	0.2700911640502025
RXRB	TP53	0.26999622805403145
SP1	NFE2L2	0.26999256001916894
PBX1	SLC16A1	0.26986989106974935
HNF1B	CTH	0.2697562994767155
SOX4	HNF1B	0.26975467357434485
JUN	SOX4	0.2696792717654429
FOXA1	MAFG	0.26966218998426417
NR1H4	AL138799.4	0.2695762042688473
FOXA3	LINC01344	0.2695477780308023
HNF1A	DPYD-AS1	0.2693699572313537
CTNNB1	YAP1	0.2690399807917779
NR1H4	MAB21L3	0.268902519482405
HNF1B	TCF7L2	0.26885940014471604
MYC	LINC01767	0.26862548537825176
HNF1B	CEBPA	0.26845443880866593
MAFK	STAT3	0.2684297150678666
CEBPA	SLC22A15	0.2684214802291223
FOXJ3	FDPS	0.2681321066655559
NR1H4	LINC01767	0.268051316575481
HNF4A	WDR78	0.2680073909754042
CTNNB1	TGFBR3	0.2679785965614082
NR1H4	MAFK	0.26769988774571774
SMAD2	CLIC4	0.2676659108989602
GADD45A	AC096536.3	0.2676255413228552
SP3	MAN1C1	0.2674828095192996
CREB1	AL034417.2	0.2674756673455896
TCF7L2	FCRL1	0.2672019585792752
NFE2L2	APOA2	0.26698461746010205
TEAD1	LRRIQ3	0.26670150295675155
PRKAA2	HNF4A	0.26667205477233535
FOXA1	CREB1	0.2665563038474464
CEBPB	RASAL2	0.2664634451017643
PBX1	LINC02798	0.2664543785570617
TEAD1	PKN2-AS1	0.2664228644192022
CTNNB1	MAB21L3	0.26599909805711086
SP3	CRP	0.26568715643567115
RXRB	CEBPA	0.2655799357952088
SP3	LINC01767	0.26522182899481767
FOXA1	GADD45A	0.2651352024705078
SMAD3	MAFK	0.26511434672148293
TBX15	ATP1A1-AS1	0.2646619475428495
CEBPB	E2F3	0.2642889513728654
TBX15	SPSB1	0.2641156008878815
CTNNB1	PPARG	0.26398333230066845
MYC	PPARG	0.26392109758884474
CEBPB	HNF1A	0.26374495308399704
PPARA	F3	0.26361306658273154
PPARA	DNAJB4	0.26356281771435
JUN	ATF2	0.2635526525681598
HNF1B	FOXA1	0.2631750789748054
SMAD3	AK5	0.2627619813550137
ATF2	STAT3	0.2626916742858242
GATA6	APOA2	0.2626056869318157
MLXIPL	SLC44A3	0.26235000813356485
GADD45A	LINC02798	0.2622734385523804
NR1H4	LINC02606	0.26207438728692783
ATF2	FMO3	0.26191614566693044
MYC	NEGR1	0.26181837115030193
PPARG	FOXA1	0.26166827043526536
SP1	SMAD3	0.26162794888274665
SP1	PRAMEF33	0.26151186545555866
CTNNB1	HSPG2	0.26142777655942
PPARA	PBX1	0.2614115069583162
MAFK	GADD45A	0.26139856148902196
PRDM16	YAP1	0.261147799045174
RXRA	MFSD2A	0.2610322469955267
NR5A2	DNAJB4	0.2609922432151343
MLXIPL	PLA2G2A	0.26086150911202666
E2F3	SLC25A33	0.26083192483671036
SOX4	SLC25A33	0.2606626592087437
GATA4	MFSD2A	0.2605775538320364
GATA4	DAB1	0.2605617863802588
MAFG	KCNAB2	0.26052118869300755
PBX1	CLIC4	0.2605205117131917
SP3	SMAD3	0.2603943355344968
PPARA	ZYG11A	0.2602945398267961
E2F3	ZSWIM5	0.2601078240794395
MLXIPL	ST6GALNAC3	0.26000186481717275
MLXIPL	JUN	0.2599997471282561
FOXA3	APCS	0.259624019637688
SMAD3	UAP1	0.25959532723911755
SMAD2	FOXA3	0.2594252888529873
SMAD2	SELL	0.25936658324984757
ATF3	CTH	0.25910371704140134
GATA6	AL136234.1	0.25891739421160254
RXRA	ATF5	0.25872821334438534
MLXIPL	CRP	0.2587274456002154
TEAD1	SLAMF7	0.2584803752566005
SP1	PPARA	0.25836390522138697
SMAD3	AC119674.1	0.25827813302414504
HNF1A	PRKAA2	0.25826782352970973
GADD45A	NR1H4	0.25816993504446933
CTNNB1	LINC01226	0.2577349468460489
HNF1B	RUNX3	0.25768805073007806
MLXIPL	AC104459.1	0.25766837877096416
PRDM16	ZSWIM5	0.25759572782495505
RXRB	SP3	0.257057053084851
NR5A2	AJAP1	0.25703455278857035
SOX9	PRDM16	0.2567765475728782
TEAD1	LINC02798	0.2563643387565541
CEBPA	PYHIN1	0.2563483225147288
CEBPB	YAP1	0.25631800071686045
PRKAA2	FMO5	0.25629836105160614
PBX1	AC117944.1	0.25629569224211757
ATF5	DNAJB4	0.25628362075271144
CTNNB1	HNF4A	0.25612028383814983
SMAD2	KANK4	0.2560762133194809
FOXA1	EPHB2	0.2560308583686914
JUN	SELL	0.25595913342392046
SMAD2	PKN2-AS1	0.2557300918694257
E2F3	LEPR	0.25571350232459045
ATF5	LINC02606	0.25570021848653657
KLF6	SOX9	0.2555145149210047
STAT3	AC104170.1	0.25537347971361796
FOXJ3	ANGPTL3	0.2552883234973521
ATF3	TXNIP	0.2552205456568968
E2F3	SORT1	0.25519794231714077
ATF3	PTGFR	0.25515448868781415
RXRB	PER3	0.2551294828041994
SMAD2	MAB21L3	0.2549254763984871
MAFG	GATA4	0.25449272928095407
PRDM16	PPARA	0.2544742594692513
SMAD2	CCDC30	0.25439823939301953
PRKAA2	PRAMEF10	0.2543545431701239
SOX4	CLCA4-AS1	0.2539361386886521
NR1H4	AL513323.1	0.2539308863925849
STAT3	LINC02798	0.25378410090042175
HNF4A	AC103591.3	0.2536321569144988
SOX9	NR1H4	0.2534554513785673
GADD45A	HMGCS2	0.2534496558855212
HNF4A	F3	0.2533741326828395
TEAD4	SMAD3	0.25308955030278835
PBX1	TP53	0.2529633481997526
ATF3	FDPS	0.25282807924899076
JUN	AL033530.1	0.2526398702503783
HNF1B	ARHGAP29-AS1	0.2522121115069995
STAT3	HSPA6	0.2520822872197841
SP3	JUN	0.25195859717143515
ATF5	PLPP3	0.2519481911792021
SP1	YAP1	0.2518050450462608
ATF2	ARHGAP29-AS1	0.2517707580817405
CTNNB1	NR5A2	0.2517589810147314
